year,iso_code,country,co2,population,share_co2,share_tmp_ghg,tmp_change_co2,tmp_change_ghg,gdp,kyoto_ratification_year,kyoto_us_ratification_year,paris_ratification_year,kyoto_dummy,kyoto_us_dummy,paris_dummy,time,ln_co2,ln_population,ln_share_co2,ln_share_tmp_ghg,ln_tmp_change_co2,ln_tmp_change_ghg,ln_gdp,zln_co2,zln_population,zln_share_co2,zln_share_tmp_ghg,zln_tmp_change_co2,zln_gdp,Kyoto_and_Paris,None,time_kyoto,time_paris,time_kyoto_us,continent,UN_region,hdicode,development_status,developing,developed,developed_kyoto,developed_paris,developing_kyoto,developing_paris,income,high_income,low_income,high_kyoto,high_paris,low_kyoto,low_paris,hdi_very_high,hdi_high,hdi_medium,hdi_low,h_income,um_income,lm_income,l_income,kyoto_high,paris_high,kyoto_low,paris_low,kyoto_um,paris_um,kyoto_lm,paris_lm,vh_hdi,h_hdi,m_hdi,l_hdi,kyoto_vh,paris_vh,kyoto_h,paris_h,kyoto_m,paris_m,kyoto_l,paris_l,composite_hdi,vh_h,ln_co2_lag1
2002,IND,India,1032.14,1097600381,3.928,4.19,0.019,0.05,15488100000000.0,2002,2002,2016,1,1,0,13,6.939389693,20.81639216,1.368155848,1.4327246,-3.958066944,-2.993734271,30.37109009,1.856602106,2.436257277,1.881053756,1.765599416,1.819563535,1.299273968,0,0,13,0,13,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6.90828224
2003,IND,India,1067.737,1116802997,3.859,4.203,0.02,0.051,17213800000000.0,2002,2002,2016,1,1,0,14,6.973296828,20.83373597,1.350433996,1.435822348,-3.907035464,-2.973970782,30.47673047,1.869731104,2.443943635,1.874257303,1.767091804,1.846950582,1.33020453,0,0,14,0,14,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6.939389693
2004,IND,India,1133.828,1135991510,3.96,4.216,0.02,0.052,19426700000000.0,2002,2002,2016,1,1,0,15,7.033354885,20.85077168,1.376269277,1.43891053,-3.907035464,-2.95459033,30.59766862,1.892985857,2.45149345,1.884165313,1.768579583,1.846950582,1.365614143,0,0,15,0,15,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6.973296828
2005,IND,India,1194.592,1154676319,4.034,4.232,0.021,0.053,21913300000000.0,2002,2002,2016,1,1,0,16,7.085560067,20.8670859,1.394783229,1.442698324,-3.858482239,-2.935578351,30.71811263,1.913199941,2.458723516,1.891265542,1.770404411,1.873007625,1.400879077,0,0,16,0,16,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.033354885
2006,IND,India,1292.485,1172878890,4.22,4.247,0.021,0.054,25343000000000.0,2002,2002,2016,1,1,0,17,7.164322078,20.88272715,1.439858824,1.446236397,-3.858482239,-2.916921093,30.86352371,1.943696951,2.465655343,1.908552346,1.772108932,1.873007625,1.443454148,0,0,17,0,17,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.085560067
2007,IND,India,1392.506,1190676028,4.416,4.268,0.022,0.055,28896500000000.0,2002,2002,2016,1,1,0,18,7.238860352,20.89778707,1.485256954,1.451168763,-3.81217767,-2.898605563,30.99474247,1.97255851,2.472329535,1.925962845,1.774485175,1.897857881,1.481873831,0,0,18,0,18,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.164322078
2008,IND,India,1489.437,1207930962,4.644,4.29,0.023,0.056,32220300000000.0,2002,2002,2016,1,1,0,19,7.306153542,20.91217478,1.535597597,1.456310043,-3.767922661,-2.880619466,31.10361811,1.99861474,2.478705821,1.945268831,1.776962065,1.921608202,1.51375165,0,0,19,0,19,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.238860352
2009,IND,India,1612.216,1225524760,5.111,4.315,0.024,0.058,36825500000000.0,2002,2002,2016,1,1,0,20,7.385364971,20.92663496,1.631414645,1.462120499,-3.725543438,-2.845589615,31.23721197,2.029285766,2.485114224,1.982015336,1.779761342,1.944351845,1.552866742,0,0,20,0,20,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.306153542
2010,IND,India,1677.337,1243481564,5.029,4.344,0.024,0.059,43533700000000.0,2002,2002,2016,1,1,0,21,7.424962755,20.941181,1.615241042,1.468818603,-3.725543438,-2.828524355,31.4045572,2.044618208,2.491560673,1.975812646,1.782988256,1.944351845,1.601863935,0,0,21,0,21,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.385364971
2011,IND,India,1764.712,1261224952,5.114,4.371,0.025,0.06,49402300000000.0,2002,2002,2016,1,1,0,22,7.47574284,20.95534927,1.632001431,1.475014694,-3.684887433,-2.811745437,31.53101884,2.064280488,2.497839711,1.982240372,1.785973317,1.966170689,1.638890778,0,0,22,0,22,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.424962755
2012,IND,India,1925.7,1278674506,5.502,4.401,0.026,0.062,55772500000000.0,2002,2002,2016,1,1,0,23,7.563044869,20.96908984,1.705129838,1.48185451,-3.645819965,-2.77900929,31.65230191,2.098084232,2.503929198,2.010285625,1.789268504,1.987137014,1.674401383,0,0,23,0,23,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.47574284
2013,IND,India,1995.098,1295829506,5.652,4.427,0.027,0.063,62592100000000.0,2002,2002,2016,1,1,0,24,7.598448501,20.98241687,1.732027158,1.487744742,-3.608221551,-2.763034509,31.76765985,2.111792679,2.509835418,2.020600934,1.792106213,2.007314941,1.708177158,0,0,24,0,24,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.563044869
2014,IND,India,2148.344,1312277184,6.06,4.455,0.028,0.065,69215000000000.0,2002,2002,2016,1,1,0,25,7.672452638,20.99502977,1.801726302,1.494049507,-3.571985703,-2.73183073,31.86823847,2.140447419,2.515425151,2.047331041,1.795143631,2.026761622,1.737625683,0,0,25,0,25,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.598448501
2015,IND,India,2234.219,1328024492,6.31,4.484,0.029,0.066,76250900000000.0,2002,2002,2016,1,1,0,26,7.71164705,21.00695833,1.842151524,1.500537806,-3.537017105,-2.716586532,31.96505021,2.155623673,2.5207116,2.062834395,1.798269468,2.045528207,1.7659713,0,0,26,0,26,Asia,Southern Asia,Medium,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.672452638
2016,IND,India,2354.658,1343944293,6.648,4.517,0.03,0.068,85015800000000.0,2002,2002,2016,1,1,1,27,7.764150815,21.01887463,1.8943311,1.507870195,-3.503230107,-2.686778066,32.07385837,2.17595337,2.525992616,2.082845625,1.801801959,2.063660663,1.79782936,1,0,27,27,27,Asia,Southern Asia,Medium,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,7.71164705
2017,IND,India,2426.607,1359657392,6.742,4.549,0.031,0.069,94000200000000.0,2002,2002,2016,1,1,1,28,7.794249306,21.03049859,1.908371449,1.514929411,-3.47054746,-2.672200548,32.17431846,2.187607643,2.531144073,2.088230196,1.805202845,2.081200448,1.827243182,1,0,28,28,28,Asia,Southern Asia,Medium,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,7.764150815
2018,IND,India,2593.058,1374659068,7.06,4.584,0.032,0.071,103672000000000.0,2002,2002,2016,1,1,1,29,7.860593192,21.04147159,1.954459216,1.522593794,-3.438899249,-2.643667942,32.27224878,2.213296298,2.536007041,2.105905175,1.808895279,2.098185083,1.855916305,1,0,29,29,29,Asia,Southern Asia,Medium,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,7.794249306
2019,IND,India,2612.888,1389030303,7.042,4.618,0.033,0.073,110113000000000.0,2002,2002,2016,1,1,1,30,7.86821144,21.05187172,1.951906421,1.529983365,-3.408221997,-2.615926912,32.33253211,2.216246118,2.540616128,2.104926161,1.812455318,2.114648633,1.873566729,1,0,30,30,30,Asia,Southern Asia,Medium,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,7.860593192
2020,IND,India,2421.552,1402617692,6.894,4.65,0.034,0.074,108216000000000.0,2002,2002,2016,1,1,1,31,7.792163977,21.06160611,1.930665973,1.536888725,-3.378457895,-2.602339747,32.31514844,2.186800194,2.544930175,2.096780301,1.815782081,2.130622123,1.868476945,1,0,31,31,31,Asia,Southern Asia,Medium,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,7.86821144
1991,IDN,Indonesia,174.865,186778237,0.754,2.908,0.022,0.029,114512000000000.0,2004,2004,2016,0,0,0,2,5.16401482,19.04543257,-0.282230294,1.067499947,-3.81217767,-3.537017105,32.37169672,1.169168868,1.651410762,1.248119193,1.58964684,1.897857881,1.885033778,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.043948206
1992,IDN,Indonesia,199.419,190043743,0.885,2.93,0.022,0.03,130784000000000.0,2004,2004,2016,0,0,0,3,5.29540864,19.06276483,-0.122054646,1.075036552,-3.81217767,-3.503230107,32.50456846,1.220045154,1.659091999,1.309547668,1.593277715,1.897857881,1.923937439,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.16401482
1993,IDN,Indonesia,215.109,193305171,0.945,2.947,0.023,0.03,165801000000000.0,2004,2004,2016,0,0,0,4,5.371145341,19.07978069,-0.056464537,1.080821636,-3.767922661,-3.503230107,32.74180699,1.249370749,1.66663302,1.334701931,1.596064768,1.921608202,1.993398771,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.29540864
1994,IDN,Indonesia,219.372,196591830,0.954,2.972,0.023,0.031,192096000000000.0,2004,2004,2016,0,0,0,5,5.390769375,19.09664021,-0.046986791,1.089268774,-3.767922661,-3.47054746,32.88901662,1.256969264,1.674104749,1.338336713,1.600134306,1.921608202,2.03650044,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.371145341
1995,IDN,Indonesia,222.41,199888054,0.945,2.995,0.024,0.032,228329000000000.0,2004,2004,2016,0,0,0,6,5.404522975,19.11326804,-0.056464537,1.09697762,-3.725543438,-3.438899249,33.0618098,1.262294721,1.681473801,1.334701931,1.603848161,1.944351845,2.087092744,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.390769375
1996,IDN,Indonesia,253.065,203204352,1.043,3.02,0.025,0.033,267445000000000.0,2004,2004,2016,0,0,0,7,5.533646768,19.12972269,0.042197049,1.105289943,-3.684887433,-3.408221997,33.21993611,1.312292042,1.688766106,1.372539335,1.60785275,1.966170689,2.133390718,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.404522975
1997,IDN,Indonesia,279.941,206536090,1.147,3.115,0.026,0.034,315069000000000.0,2004,2004,2016,0,0,0,8,5.634579224,19.14598573,0.137237018,1.136261254,-3.645819965,-3.378457895,33.3838139,1.351373549,1.69597349,1.408987825,1.622773654,1.987137014,2.181372678,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.533646768
1998,IDN,Indonesia,244.523,209826791,1.006,3.141,0.027,0.035,478943000000000.0,2004,2004,2016,0,0,0,9,5.499309783,19.16179294,0.00608147,1.144573057,-3.608221551,-3.349554149,33.80260232,1.298996605,1.702978868,1.35868876,1.626777992,2.007314941,2.303990199,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.634579224
1999,IDN,Indonesia,292.001,213004666,1.175,3.169,0.027,0.036,550945000000000.0,2004,2004,2016,0,0,0,10,5.676757569,19.17682463,0.16135325,1.153447636,-3.608221551,-3.321462414,33.94265643,1.367705196,1.709640548,1.418236567,1.631053457,2.007314941,2.344996796,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.499309783
2000,IDN,Indonesia,281.33,216077791,1.103,3.182,0.028,0.037,696023000000000.0,2004,2004,2016,0,0,0,11,5.639528713,19.19114904,0.098124398,1.157541356,-3.571985703,-3.294138309,34.17640418,1.353290013,1.715988782,1.393987863,1.633025669,2.026761622,2.413436056,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.676757569
2001,IDN,Indonesia,317.027,219097906,1.233,3.194,0.028,0.037,824346000000000.0,2004,2004,2016,0,0,0,12,5.758987259,19.20502925,0.209531324,1.161305358,-3.571985703,-3.294138309,34.34561173,1.399544907,1.722140153,1.436713194,1.634839035,2.026761622,2.462978519,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.639528713
2002,IDN,Indonesia,308.486,222088499,1.174,3.214,0.029,0.038,912161000000000.0,2004,2004,2016,0,0,0,13,5.731676786,19.2185865,0.160501897,1.167547381,-3.537017105,-3.267540997,34.44683757,1.388970167,1.728148402,1.417910067,1.637846225,2.045528207,2.492616545,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.758987259
2003,IDN,Indonesia,339.357,225048004,1.226,3.217,0.029,0.039,1008150000000000.0,2004,2004,2016,0,0,0,14,5.827052945,19.23182429,0.2038384,1.168480333,-3.537017105,-3.241632812,34.5468905,1.42590025,1.734015068,1.434529918,1.638295689,2.045528207,2.521911151,0,1,0,0,0,Asia,South-eastern Asia,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.731676786
2004,IDN,Indonesia,343.022,227926647,1.198,3.223,0.03,0.04,1149300000000000.0,2004,2004,2016,1,1,0,15,5.837794877,19.24453441,0.180736969,1.170343629,-3.503230107,-3.216378945,34.67792993,1.430059575,1.739647888,1.425670358,1.639193361,2.063660663,2.560278331,0,0,15,0,15,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.827052945
2005,IDN,Indonesia,347.617,230871649,1.174,3.225,0.03,0.04,1388620000000000.0,2004,2004,2016,1,1,0,16,5.851101587,19.25737248,0.160501897,1.170963958,-3.503230107,-3.216378945,34.86708355,1.435211994,1.74533741,1.417910067,1.639492213,2.063660663,2.615660826,0,0,16,0,16,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.837794877
2006,IDN,Indonesia,346.633,233951650,1.132,3.245,0.031,0.041,1671170000000000.0,2004,2004,2016,1,1,0,17,5.848266872,19.27062503,0.124074315,1.177146166,-3.47054746,-3.191747157,35.05230242,1.434114379,1.751210619,1.403939837,1.642470587,2.081200448,2.669891261,0,0,17,0,17,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.851101587
2007,IDN,Indonesia,387.858,237062339,1.23,3.245,0.031,0.042,1977120000000000.0,2004,2004,2016,1,1,0,18,5.960639551,19.2838337,0.207095467,1.177146166,-3.47054746,-3.167707538,35.22041805,1.477625593,1.757064382,1.435779026,1.642470587,2.081200448,2.719114023,0,0,18,0,18,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.848266872
2008,IDN,Indonesia,365.718,240157901,1.14,3.245,0.032,0.043,2476150000000000.0,2004,2004,2016,1,1,0,19,5.901862818,19.29680719,0.131115978,1.177146166,-3.438899249,-3.144232282,35.44548282,1.454866974,1.762813919,1.406640363,1.642470587,2.098185083,2.785010983,0,0,19,0,19,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.960639551
2009,IDN,Indonesia,398.942,243220024,1.265,3.259,0.032,0.044,2805010000000000.0,2004,2004,2016,1,1,0,20,5.988816294,19.30947704,0.23515117,1.181451084,-3.438899249,-3.121295497,35.57018257,1.488535756,1.768428892,1.446538583,1.644544547,2.098185083,2.82152196,0,0,20,0,20,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.901862818
2010,IDN,Indonesia,445.806,246305326,1.337,3.266,0.033,0.044,3434110000000000.0,2004,2004,2016,1,1,0,21,6.099884104,19.32208249,0.29050309,1.183596613,-3.408221997,-3.121295497,35.77253299,1.531541718,1.774015322,1.467766429,1.645578188,2.114648633,2.880768362,0,0,21,0,21,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.988816294
2011,IDN,Indonesia,500.725,249470029,1.451,3.279,0.033,0.045,3918040000000000.0,2004,2004,2016,1,1,0,22,6.216057248,19.33484934,0.37232189,1.187568995,-3.408221997,-3.098873032,35.90436823,1.576524489,1.779673283,1.499144508,1.647491944,2.114648633,2.919368545,0,0,22,0,22,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6.099884104
2012,IDN,Indonesia,515.954,252698526,1.474,3.294,0.034,0.046,4310160000000000.0,2004,2004,2016,1,1,0,23,6.246017808,19.34770774,0.388047634,1.19213299,-3.378457895,-3.076942329,35.99975183,1.588125354,1.785371814,1.50517544,1.649690719,2.130622123,2.947296016,0,0,23,0,23,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6.216057248
2013,IDN,Indonesia,489.055,255852466,1.385,3.306,0.035,0.047,4775500000000000.0,2004,2004,2016,1,1,0,24,6.192475162,19.36011153,0.325772339,1.195769247,-3.349554149,-3.055482278,36.1022761,1.567393398,1.790868876,1.481292431,1.651442542,2.146133887,2.977314207,0,0,24,0,24,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6.246017808
2014,IDN,Indonesia,487.89,258877397,1.376,3.325,0.036,0.048,5287410000000000.0,2004,2004,2016,1,1,0,25,6.190090176,19.37186514,0.319253411,1.201499749,-3.321462414,-3.034473102,36.20410541,1.56646992,1.79607779,1.478792377,1.654203299,2.161209868,3.007128923,0,0,25,0,25,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6.192475162
2015,IDN,Indonesia,539.149,261799249,1.523,3.356,0.036,0.05,5765850000000000.0,2004,2004,2016,1,1,0,26,6.289992156,19.38308854,0.420747732,1.210779586,-3.321462414,-2.993734271,36.29072918,1.605152422,1.801051732,1.517716155,1.658674002,2.161209868,3.032491593,0,0,26,0,26,Asia,South-eastern Asia,High,developing,1,0,0,0,1,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6.190090176
2016,IDN,Indonesia,540.086,264627428,1.525,3.363,0.037,0.05,6203680000000000.0,2004,2004,2016,1,1,1,27,6.291728571,19.39383346,0.422059982,1.212863168,-3.294138309,-2.993734271,36.36391973,1.60582477,1.805813621,1.518219412,1.6596778,2.175873886,3.053921133,1,0,27,27,27,Asia,South-eastern Asia,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,6.289992156
2017,IDN,Indonesia,556.944,267346655,1.548,3.369,0.038,0.051,6797880000000000.0,2004,2004,2016,1,1,1,28,6.322464876,19.40405671,0.437028373,1.214645646,-3.267540997,-2.973970782,36.45538656,1.617726007,1.810344316,1.523959894,1.660536537,2.190147857,3.080701808,1,0,28,28,28,Asia,South-eastern Asia,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,6.291728571
2018,IDN,Indonesia,594.101,269951847,1.617,3.38,0.038,0.052,7422490000000000.0,2004,2004,2016,1,1,1,29,6.387049507,19.41375416,0.480634422,1.217905295,-3.267540997,-2.95459033,36.54329154,1.64273347,1.814641991,1.540683117,1.662106922,2.190147857,3.106439602,1,0,29,29,29,Asia,South-eastern Asia,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,6.322464876
2019,IDN,Indonesia,653.792,272489379,1.762,3.401,0.039,0.053,7919600000000000.0,2004,2004,2016,1,1,1,30,6.482789411,19.4231102,0.56650628,1.224098909,-3.241632812,-2.935578351,36.60811724,1.679804397,1.818788362,1.573615572,1.665090791,2.204051993,3.125419991,1,0,30,30,30,Asia,South-eastern Asia,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,6.387049507
2020,IDN,Indonesia,608.223,274814864,1.732,3.41,0.039,0.054,7724880000000000.0,2004,2004,2016,1,1,1,31,6.410541755,19.43160821,0.549334545,1.226741616,-3.241632812,-2.916921093,36.58322289,1.651829776,1.822554475,1.567030092,1.666363956,2.204051993,3.118131146,1,0,31,31,31,Asia,South-eastern Asia,High,developing,1,0,0,0,1,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,6.482789411
1991,IRN,"Iran, Islamic Republic of",223.046,59986931,0.962,0.749,0.003,0.007,27269000000000.0,2005,2005,0,0,0,1,2,5.407378477,17.90963728,-0.038636884,-0.288882793,-5.776353167,-4.947660495,30.93677173,1.263400384,1.148053721,1.34153896,0.936188657,0.843744497,1.464900515,0,0,0,2,0,Asia,Southern Asia,High,developing,1,0,0,0,0,1,Upper middle income,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5.352213994
